"Referência principal";Referência;"Código de barras";Peso;"Preço principal";"Preço promocional";"Começa em";"Termina em";Stock;Variação{{>}}opção;Imagem;Imagem
MAKEMBLEMAGMM;;;1.000;137.01;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x18""";;
MAKEMBLEMAGMM;;;1.000;121.5;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKEMBLEMAGMM;;;1.000;120;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKEMBLEMAGMM;;;1.000;104.8;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKEMBLEMAGMM;;;1.000;99.4;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.0x15""";;
MAKEMBLEMAGB;;;1.000;136.3;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKEMBLEMAGB;;;1.000;133.48;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x18""";;
MAKEMBLEMAGB;;;1.000;113.34;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKEMBLEMAGB;;;1.000;111.9;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKEMBLEMAGB;;;1.000;95.89;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKEMBLEMAGB;;;1.000;88.89;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.0x15""";;
MAKEMBLEMAS;;;1.000;139.83;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKEMBLEMAS;;;1.000;137.01;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x18""";;
MAKEMBLEMAS;;;1.000;111.17;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKEMBLEMAS;;;1.000;109.73;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKEMBLEMAS;;;1.000;94.41;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKEMBLEMAS;;;1.000;86.63;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.0x15""";;
MAKNURBURGBM;;;1.000;198.96;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGBM;;;1.000;203.56;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGBM;;;1.000;243.05;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGBM;;;1.000;254.98;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGBM;;;1.000;336.29;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGBM;;;1.000;343.44;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGGB;;;1.000;241.39;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGGB;;;1.000;194.19;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGGB;;;1.000;189.78;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGGB;;;1.000;250.84;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGGB;;;1.000;327.3;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKNURBURGGB;;;1.000;332.05;0;0000-00-00;0000-00-00;0.000;{{>}};;
MAKKOLNBM;;;1.000;112.4;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKKOLNBM;;;1.000;129.68;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKKOLNBM;;;1.000;160.04;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKKOLNBM;;;1.000;163.66;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKKOLNBM;;;1.000;194.07;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKKOLNBM;;;1.000;198.83;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x19""";;
MAKKOLNBM;;;1.000;219.47;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x20""";;
MAKKOLNBM;;;1.000;223.51;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x20""";;
MAKKOLNBM;;;1.000;324.79;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x21""";;
MAKKOLNMB;;;1.000;312.42;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x21""";;
MAKKOLNMB;;;1.000;216.77;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x20""";;
MAKKOLNMB;;;1.000;212.74;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x20""";;
MAKKOLNMB;;;1.000;191.29;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x19""";;
MAKKOLNMB;;;1.000;156.27;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKKOLNMB;;;1.000;154.86;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKKOLNMB;;;1.000;121.21;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKKOLNMB;;;1.000;108.82;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKKOLNS;;;1.000;180.58;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKKOLNS;;;1.000;153.37;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKKOLNS;;;1.000;151.88;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKKOLNS;;;1.000;117.79;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKKOLNS;;;1.000;103.37;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKKOLNS;;;1.000;185.34;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x19""";;
MAKKOLNS;;;1.000;206;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x20""";;
MAKKOLNS;;;1.000;210.04;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x20""";;
MAKKOLNS;;;1.000;303.14;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x21""";;
MAKSARTHEBL;;;1.000;193.38;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKSARTHEBL;;;1.000;189.02;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKSARTHEBL;;;1.000;159.36;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKSARTHEBL;;;1.000;126.99;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKSARTHEBL;;;1.000;125.47;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKSARTHGMM;;;1.000;159.36;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKSARTHGMM;;;1.000;126.99;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKSARTHGMM;;;1.000;125.47;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKSARTHGMM;;;1.000;189.02;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKSARTHGMM;;;1.000;193.38;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKSARTHS;;;1.000;179.56;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKSARTHS;;;1.000;175.2;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKSARTHS;;;1.000;145.08;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKSARTHS;;;1.000;120.94;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKSARTHS;;;1.000;119.43;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKWOLFBM;;;1.000;156.62;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKWOLFBM;;;1.000;153.62;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x18""";;
MAKWOLFBM;;;1.000;136.32;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKWOLFBM;;;1.000;134.78;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKWOLFBM;;;1.000;118.48;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKWOLFBM;;;1.000;117.65;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKWOLFBM;;;1.000;159.36;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKWOLFBM;;;1.000;181.52;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x19""";;
MAKWOLFBM;;;1.000;183.13;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x19""";;
MAKWOLFBM;;;1.000;184.73;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKWOLFBM;;;1.000;192.65;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x20""";;
MAKWOLFBM;;;1.000;203.98;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x20""";;
MAKWOLFGB;;;1.000;149.16;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKWOLFGB;;;1.000;147.72;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x18""";;
MAKWOLFGB;;;1.000;126.92;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKWOLFGB;;;1.000;125.29;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKWOLFGB;;;1.000;110.66;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKWOLFGB;;;1.000;110.66;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKWOLFGB;;;1.000;150.6;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKWOLFGB;;;1.000;168.11;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x19""";;
MAKWOLFGB;;;1.000;169.5;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x19""";;
MAKWOLFGB;;;1.000;176.16;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKWOLFGB;;;1.000;189.82;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x20""";;
MAKWOLFGB;;;1.000;184.15;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x20""";;
MAKWOLFGMM;;;1.000;192.65;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x20""";;
MAKWOLFGMM;;;1.000;203.98;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x20""";;
MAKWOLFGMM;;;1.000;184.73;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKWOLFGMM;;;1.000;183.13;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x19""";;
MAKWOLFGMM;;;1.000;181.52;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x19""";;
MAKWOLFGMM;;;1.000;159.36;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKWOLFGMM;;;1.000;156.62;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKWOLFGMM;;;1.000;153.62;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x18""";;
MAKWOLFGMM;;;1.000;136.32;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKWOLFGMM;;;1.000;133.84;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKWOLFGMM;;;1.000;118.48;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKWOLFGMM;;;1.000;117.65;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKWOLFS;;;1.000;178.48;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x20""";;
MAKWOLFS;;;1.000;189.82;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x20""";;
MAKWOLFS;;;1.000;171.1;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKWOLFS;;;1.000;169.5;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x19""";;
MAKWOLFS;;;1.000;167.9;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x19""";;
MAKWOLFS;;;1.000;145.76;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKWOLFS;;;1.000;144.19;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKWOLFS;;;1.000;142.6;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x18""";;
MAKWOLFS;;;1.000;123.49;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKWOLFS;;;1.000;121.87;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x17""";;
MAKWOLFS;;;1.000;107.99;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKWOLFS;;;1.000;107.17;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}6.5x16""";;
MAKWOLFS;;;1.000;173.31;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKBIRMINGHAMGB;;;1.000;195.9;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKBIRMINGHAMGB;;;1.000;203.31;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKBIRMINGHAMGB;;;1.000;251.86;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x20""";;
MAKBIRMINGHAMGB;;;1.000;404.97;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x22""";;
MAKBIRMINGHAMGB;;;1.000;414.99;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x22""";;
MAKBIRMINGHAMS;;;1.000;259.01;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x20""";;
MAKBIRMINGHAMS;;;1.000;211.32;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKBIRMINGHAMS;;;1.000;205.09;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKBIRMINGHAMS;;;1.000;412.13;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x22""";;
MAKBIRMINGHAMS;;;1.000;422.15;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x22""";;
MAKALLIANZGB;;;1.000;185.18;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKALLIANZGB;;;1.000;188.19;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKALLIANZGB;;;1.000;198.73;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKALLIANZGB;;;1.000;237.45;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x20""";;
MAKALLIANZGB;;;1.000;246.75;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x20""";;
MAKALLIANZGMM;;;1.000;201.74;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKALLIANZGMM;;;1.000;191.2;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKALLIANZGMM;;;1.000;188.19;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKALLIANZGMM;;;1.000;239.08;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x20""";;
MAKALLIANZGMM;;;1.000;250.82;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x20""";;
MAKFAHRT;;;1.000;150.04;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKFAHRT;;;1.000;147.19;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKFAHRT;;;1.000;128.55;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKFAHRT;;;1.000;127.09;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKFAHRT;;;1.000;110.45;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKFAHRT;;;1.000;155.76;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x18""";;
MAKFAHRT;;;1.000;155.76;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKFAHRT;;;1.000;179.66;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKFAHRT;;;1.000;182.42;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKFAHRT;;;1.000;192.1;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKFAHRT;;;1.000;226.2;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x20""";;
MAKFAHRT;;;1.000;234.28;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x20""";;
MAKFAHRG;;;1.000;155.26;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x18""";;
MAKFAHRG;;;1.000;149.4;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKFAHRG;;;1.000;146.47;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKFAHRG;;;1.000;128.76;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKFAHRG;;;1.000;127.27;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKFAHRG;;;1.000;109.65;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKFAHRG;;;1.000;155.26;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKFAHRG;;;1.000;177.07;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKFAHRG;;;1.000;179.9;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKFAHRG;;;1.000;189.82;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKFAHRG;;;1.000;224.95;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x20""";;
MAKFAHRG;;;1.000;236;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x20""";;
MAKFAHRS;;;1.000;226.08;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x20""";;
MAKFAHRS;;;1.000;217.33;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x20""";;
MAKFAHRS;;;1.000;184.15;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKFAHRS;;;1.000;174.23;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKFAHRS;;;1.000;171.4;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKFAHRS;;;1.000;149.4;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKFAHRS;;;1.000;149.4;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x18""";;
MAKFAHRS;;;1.000;143.54;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKFAHRS;;;1.000;140.61;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKFAHRS;;;1.000;122.78;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKFAHRS;;;1.000;121.28;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKFAHRS;;;1.000;105.56;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKLUFTIB;;;1.000;202.77;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKLUFTIB;;;1.000;197.43;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x19""";;
MAKLUFTIB;;;1.000;193.38;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKLUFTIB;;;1.000;189.34;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKLUFTIB;;;1.000;165.66;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKLUFTIB;;;1.000;159.99;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKLUFTIB;;;1.000;157.31;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKLUFTIB;;;1.000;129.93;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKLUFTIB;;;1.000;12833;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKLUFTIB;;;1.000;112.76;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKLUFTMB;;;1.000;158.04;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKLUFTMB;;;1.000;152.46;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKLUFTMB;;;1.000;149.78;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKLUFTMB;;;1.000;127.33;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKLUFTMB;;;1.000;125.63;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKLUFTMB;;;1.000;110.44;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKLUFTMB;;;1.000;180.44;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKLUFTMB;;;1.000;184.48;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKLUFTMB;;;1.000;188.53;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x19""";;
MAKLUFTMB;;;1.000;193.87;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKLUFTS;;;1.000;189.01;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKLUFTS;;;1.000;183.67;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x19""";;
MAKLUFTS;;;1.000;179.63;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKLUFTS;;;1.000;175.58;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x19""";;
MAKLUFTS;;;1.000;153.02;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKLUFTS;;;1.000;147.44;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKLUFTS;;;1.000;144.76;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKLUFTS;;;1.000;123.73;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKLUFTS;;;1.000;122.03;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
MAKLUFTS;;;1.000;106.58;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKMUNCHENGMM;;;1.000;247.33;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x20""";;
MAKMUNCHENGMM;;;1.000;235.76;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x20""";;
MAKMUNCHENGMM;;;1.000;205.07;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKMUNCHENGMM;;;1.000;195.57;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKMUNCHENGMM;;;1.000;167.53;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKMUNCHENGMM;;;1.000;161.8;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKMUNCHENGMM;;;1.000;130.68;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKMUNCHENMB;;;1.000;196.06;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKMUNCHENMB;;;1.000;186.57;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKMUNCHENMB;;;1.000;159.83;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKMUNCHENMB;;;1.000;154.19;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKMUNCHENMB;;;1.000;128.06;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKMUNCHENMB;;;1.000;234.15;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x20""";;
MAKMUNCHENMB;;;1.000;243.32;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x20""";;
MAKMUNCHENS;;;1.000;236.94;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x20""";;
MAKMUNCHENS;;;1.000;227.77;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x20""";;
MAKMUNCHENS;;;1.000;191.15;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.5x19""";;
MAKMUNCHENS;;;1.000;181.66;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.5x19""";;
MAKMUNCHENS;;;1.000;154.76;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}9.0x18""";;
MAKMUNCHENS;;;1.000;149.11;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x18""";;
MAKMUNCHENS;;;1.000;124.42;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}8.0x17""";;
MAKWATTMB;;;1.000;159.17;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}5.0x19""";;
MAKWATTS;;;1.000;159.17;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}5.0x19""";;
MAKWATTGMM;;;1.000;171.41;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}5.0x19""";;
MAKWOLF-BMGB;;;1.000;110.66;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.0x16""";;
MAKWOLF-BMS;;;1.000;144.19;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x18""";;
MAKWOLF-BMS;;;1.000;123.49;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}7.5x17""";;
