"Referência principal";Referência;"Código de barras";Peso;"Preço principal";"Preço promocional";"Começa em";"Termina em";Stock;Variação{{>}}opção;Imagem;Imagem
WON058X;;;0.000;2.8;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}WON0584 (Curta)";;
WON058X;;;0.000;2.8;0;0000-00-00;0000-00-00;0.000;Referência{{>}}WON0586;;
WON0600;;;0.000;2.8;0;0000-00-00;0000-00-00;0.000;Referência{{>}}WON0610;;
WON0600;;;0.000;2.8;0;0000-00-00;0000-00-00;0.000;Referência{{>}}WON0600;;
BiPECON;C17D50;;0.000;1.7;0;0000-00-00;0000-00-00;0.000;Código{{>}}C17D50;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/C3.JPG;
BiPECON;C17D30;;0.000;1;0;0000-00-00;0000-00-00;0.000;Código{{>}}C17D30;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/C3.JPG;
BiPECON;C19B46;;0.000;1.7;0;0000-00-00;0000-00-00;0.000;Código{{>}}C19B46;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/C2.JPG;
BiPECON;CA19A24;;0.000;1;0;0000-00-00;0000-00-00;0.000;Código{{>}}CA19A24;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/C2.JPG;
BiPECON;C17A50;;0.000;1.65;0;0000-00-00;0000-00-00;0.000;Código{{>}}C17A50;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/C1.JPG;
BiPECON;C17A28;;0.000;1;0;0000-00-00;0000-00-00;0.000;Código{{>}}C17A28;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/C1.JPG;
BiPECON;C17F27PI2;;0.000;1.4;0;0000-00-00;0000-00-00;0.000;Código{{>}}C17F27PI2;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/C4.JPG;
BiPECON;XIAB13-ZN;;0.000;2.52;0;0000-00-00;0000-00-00;0.000;Código{{>}}XIAB13-ZN;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/C4.JPG;
WON1730;;;0.000;12.84;0;0000-00-00;0000-00-00;0.000;Referência{{>}}WON1731;;
WON1730;;;0.000;13.02;0;0000-00-00;0000-00-00;0.000;Referência{{>}}WON1730;;
BIPEBOL;B22-12X1.5;;0.000;1.7;0;0000-00-00;0000-00-00;0.000;Código{{>}}B22-12x1.5;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B3.JPG;
BIPEBOL;S17D50;;0.000;2.6;0;0000-00-00;0000-00-00;0.000;Código{{>}}S17D50;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B2.JPG;
BIPEBOL;S17D47;;0.000;2.45;0;0000-00-00;0000-00-00;0.000;Código{{>}}S17D47;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B2.JPG;
BIPEBOL;S17D45R14;;0.000;1.8;0;0000-00-00;0000-00-00;0.000;Código{{>}}S17D45R14;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B2.JPG;
BIPEBOL;S17D30;;0.000;1.1;0;0000-00-00;0000-00-00;0.000;Código{{>}}S17D30;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B2.JPG;
BIPEBOL;S17A60;;0.000;1.8;0;0000-00-00;0000-00-00;0.000;Código{{>}}S17A60;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B1.JPG;
BIPEBOL;S17A55;;0.000;1.7;0;0000-00-00;0000-00-00;0.000;Código{{>}}S17A55;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B1.JPG;
BIPEBOL;S17A28;;0.000;0.9;0;0000-00-00;0000-00-00;0.000;Código{{>}}S17A28;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B1.JPG;
BIPEBOL;LS17D27F;;0.000;0.9;0;0000-00-00;0000-00-00;0.000;Código{{>}}LS17D27F;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B4.JPG;
BIPEBOL;LS17D27R14;;0.000;1.4;0;0000-00-00;0000-00-00;0.000;Código{{>}}LS17D27R14;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/B4.JPG;
WON1719/20;;;0.000;44.16;0;0000-00-00;0000-00-00;0.000;Referência{{>}}WON1720;;
WON1719/20;;;0.000;43.62;0;0000-00-00;0000-00-00;0.000;Referência{{>}}WON1719;;
WONACMETAL;WON0308;;0.000;3.6;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON0308 80mm";;
WONACMETAL;WON0314;;0.000;4.45;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON0314 160mm";;
WONACMETAL;WON0312;;0.000;3.95;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON0312 130mm";;
WONACMETAL;WON0306;;0.000;3.35;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON0306 60mm";;
WONACMETAL;WON0300;;0.000;2.88;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON0300 30mm";;
ACPLASTICO;WON0334;;0.000;2.048;0;0000-00-00;0000-00-00;0.000;"Tamanho LxA (mm){{>}}WON0334 150x25";;
ACPLASTICO;WON0333;;0.000;1.72;0;0000-00-00;0000-00-00;0.000;"Tamanho LxA (mm){{>}}WON0333 125x25";;
ACPLASTICO;WON0330;;0.000;1.68;0;0000-00-00;0000-00-00;0.000;"Tamanho LxA (mm){{>}}WON0330 115x25";;
ACPLASTICO;WON0329;;0.000;1.56;0;0000-00-00;0000-00-00;0.000;"Tamanho LxA (mm){{>}}WON0329 95x25";;
ACPLASTICO;WON0328;;0.000;1.44;0;0000-00-00;0000-00-00;0.000;"Tamanho LxA (mm){{>}}WON0328 71x25 ";;
ACPLASTICO;WON0335;;0.000;2.12;0;0000-00-00;0000-00-00;0.000;"Tamanho LxA (mm){{>}}WON0335 170x25";;
ACPLÁSTICO;;;0.000;1.616;0;0000-00-00;0000-00-00;0.000;"Tamanho LxA (mm){{>}}WON0344 140x15";;
ACPLÁSTICO;;;0.000;1.28;0;0000-00-00;0000-00-00;0.000;"Tamanho LxA (mm){{>}}WON0343 115x15";;
ACPLÁSTICO;;;0.000;0.3;0;0000-00-00;0000-00-00;0.000;"{{>}}TECHVH37  50MM";;
ACPLÁSTICO;;;0.000;0.32;0;0000-00-00;0000-00-00;0.000;"{{>}}TECHVH34  20MM";;
ACMETAL;WON0353;;0.000;2.48;0;0000-00-00;0000-00-00;0.000;"Angulo{{>}}WON0353 45º";https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/45_.PNG;
ACMETAL;WON0352;;0.000;2.48;0;0000-00-00;0000-00-00;0.000;"Angulo{{>}}WON0352 90º";https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/90_.PNG;
ACFLEX;WON4455;;0.000;1.86;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON4455 25mm";;
ACFLEX;WON4451;;0.000;1.2;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON4451 16mm";;
ACFLEXÍVEL;WON4005;;0.000;2.32;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON4005 140mm";;
ACFLEXÍVEL;WON4000;;0.000;2.24;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON4000 125mm";;
ACFLEXÍVEL;WON3998;;0.000;3.2;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON3998 115mm";;
ACFLEXÍVEL;WON3999;;0.000;2.35;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON3999 105mm";;
ACFLEXÍVEL;WON4025;;0.000;2.56;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON4025 180mm";;
ACFLEXÍVEL;WON4035;;0.000;2.52;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON4035 210mm";;
ACFLEXÍVEL;WON4051;;0.000;3.86;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON4051 330mm";;
ACFLEXÍVEL;WON4065;;0.000;8.66;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON4065 475mm";;
Y491110;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}XL;;
Y491110;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}L;;
Y491110;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}M;;
M6000;;;0.000;24.8;0;0000-00-00;0000-00-00;0.000;"Tipo de Filtro{{>}}M6000 P2 Kit 2 filtros p2 + 20 peças de filtração";http://cdn1.omeuwebsite.com/users/novo-alta/catalog/M6000P2-2163.jpg;
M6000;;;0.000;10.75;0;0000-00-00;0000-00-00;0.000;"Tipo de Filtro{{>}}M6000 P2 Kit 2 filtros p2";http://cdn1.omeuwebsite.com/users/novo-alta/catalog/M6000P2-2163.jpg;
M6000;;;0.000;11.2;0;0000-00-00;0000-00-00;0.000;"Tipo de Filtro{{>}}M6000 PREP3 Kit 2 pré-filtros p3";http://cdn1.omeuwebsite.com/users/novo-alta/catalog/M6000A1-2164.jpg;
M6000;;;0.000;19.9;0;0000-00-00;0000-00-00;0.000;"Tipo de Filtro{{>}}M6000 A1B1E1K1 Kit 2 filtros abek1";http://cdn1.omeuwebsite.com/users/novo-alta/catalog/M6000A1-2164.jpg;
M6000;;;0.000;13.2;0;0000-00-00;0000-00-00;0.000;"Tipo de Filtro{{>}}M6000 A2 Kit 2 filtros a2";http://cdn1.omeuwebsite.com/users/novo-alta/catalog/M6000A1-2164.jpg;
M6000;;;0.000;13.2;0;0000-00-00;0000-00-00;0.000;"Tipo de Filtro{{>}}M6000 A1 Kit 2 filtros a1";http://cdn1.omeuwebsite.com/users/novo-alta/catalog/M6000A1-2164.jpg;
M6000;;;0.000;11.7;0;0000-00-00;0000-00-00;0.000;"Tipo de Filtro{{>}}M6000 P3 Kit 2 filtros p3";http://cdn1.omeuwebsite.com/users/novo-alta/catalog/M6000P3-2165.jpg;
ACFLEXENG;;;0.000;19.264;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1577 800mm";;
ACFLEXENG;;;0.000;17.84;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1576 730mm";;
ACFLEXENG;;;0.000;15.2;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1575 690mm";;
ACFLEXENG;;;0.000;14.96;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1574 600mm";;
ACFLEXENG;;;0.000;14.48;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1573 550mm";;
ACFLEXENG;;;0.000;13.36;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1572 475mm";;
ACFLEXENG;;;0.000;12.48;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1571 400mm";;
ACFLEXENG;;;0.000;11.8;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1570 350mm";;
ACFLEXENG;;;0.000;11.2;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1569 310mm";;
ACFLEXENG;;;0.000;8.8;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1568 210mm";;
ACFLEXENG;;;0.000;7.264;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1567 180mm";;
ACFLEXENG;;;0.000;7.192;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1566 160mm";;
ACFLEXENG;;;0.000;7.136;0;0000-00-00;0000-00-00;0.000;"Tamanho{{>}}WON1565 140mm";;
EZSHIM;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Cor{{>}}Cinza;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/75400.jpg;
EZSHIM;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Cor{{>}}Vermelho;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/75800.jpg;
EZSHIM;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Cor{{>}}Azul;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/75200.jpg;
BIPEAPI;;;0.000;1;0;0000-00-00;0000-00-00;0.000;Código{{>}}VST20B28;;
BIPEAPI;;;0.000;1;0;0000-00-00;0000-00-00;0.000;Código{{>}}VST20A28;;
WON0115;;;0.000;4;0;0000-00-00;0000-00-00;0.000;Cor{{>}}Verde;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/verde.PNG;
WON0115;;;0.000;4;0;0000-00-00;0000-00-00;0.000;Cor{{>}}Vermelho;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/vermelha.PNG;
WON0115;;;0.000;4;0;0000-00-00;0000-00-00;0.000;Cor{{>}}Preto;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/preta.PNG;
BIFEAI;;;0.000;1.9;0;0000-00-00;0000-00-00;0.000;Código{{>}}DST20B;;
BIFEAI;;;0.000;1.9;0;0000-00-00;0000-00-00;0.000;Código{{>}}DST20A;;
BIFEM;DF02N;;0.000;2.35;0;0000-00-00;0000-00-00;0.000;Código{{>}}DF02N;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/fe4.JPG;
BIFEM;D70;;0.000;1.4;0;0000-00-00;0000-00-00;0.000;Código{{>}}D70;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/fe3.JPG;
BIFEM;D8;;0.000;1.5;0;0000-00-00;0000-00-00;0.000;Código{{>}}D8;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/FE2.JPG;
BIFEM;D13;;0.000;1.4;0;0000-00-00;0000-00-00;0.000;Código{{>}}D13;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/FE.JPG;
BIFEM;D2;;0.000;1.4;0;0000-00-00;0000-00-00;0.000;Código{{>}}D2;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/FE.JPG;
BIFEM;D6;;0.000;1.4;0;0000-00-00;0000-00-00;0.000;Código{{>}}D6;https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/FE.JPG;
XIES4/98;;;0.000;52;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}20mm 4/98 c.58.1 c/pern.org.";;
XIES4/98;;;0.000;73;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}16mm 4/98 c.58.1 c/pern.org.";;
XIES4/100;;;0.000;68;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}23mm 4/100 c.57,1 c/pern.org.";;
XIES4/100;;;0.000;66;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}20mm 4/100 c.60,1 c/pern.org.";;
XIES4/100;;;0.000;66;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}20mm 4/100 c.56.5 c/pern.org.";;
XIES4/100;;;0.000;64;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}16mm 4/100 c.56.5 c/pern.org.";;
XIES4/100;;;0.000;64;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}16mm 4/100 c.54.1 c/pern.aft.";;
XIES4/100;;;0.000;52;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}10mm 4/100 c.56.5 c/pern.org.";;
XIES4/108;;;0.000;66;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}16mm 4/108 c.65 c/pern.org";;
XIES4/108;;;0.000;78;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}20mm 4/108 c.63.3 (F/dupla)";;
XIES5/100;;;0.000;73;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}17mm 5/100 c.57.1 c/pern.aft.";;
XIES5/100;;;0.000;73;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}17mm 5/100 c.57.1 c/pern.org.";;
XIES5/100;;;0.000;72;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}20mm 5/100 c.57.1 c/pern.aft.";;
XIES5/100;;;0.000;75;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}20mm 5/100 c.57.1 c/pern.org.";;
XIES5/112;;;0.000;80;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}20mm 5/112 c.66.5 c/pern.org.";;
XIES5/112;;;0.000;75;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}20mm 5/112 c.57.1 c/pern.org.";;
XIES5/112;;;0.000;75;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}20mm 5/112 c.57.1 c/pern.aft.";;
XIES5/112;;;0.000;70;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}16mm 5/112 c.66.5 c/pern.org.";;
XIES5/112;;;0.000;73;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}16mm 5/112 c.57.1 c/pern.org.";;
XIES5/112;;;0.000;73;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}16mm 5/112 c.57.1 c/pern.aft.";;
XIES5/112;;;0.000;67;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}10mm 5/112 c.66,5 c/pern.org.";;
XIES5/112;;;0.000;57;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}8mm 5/112 c.57.1 c/pern.aft.";;
XIES5/112;;;0.000;58;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}5mm 5/112 c.66.5 c/pern.org.";;
XIES5/112;;;0.000;58;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}5mm 5/112 c.57.1 c/pern.org.";;
XIES5/112;;;0.000;58;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}5mm 5/112 c.57.1 c/pern.aft.";;
XIES5/114.3;;;0.000;74;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}20mm 5/114,3 c.66.1 c/pern.org.";;
XIES5/114.3;;;0.000;78;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}16mm 5/114.3 c.64.1 c/pern.org.";;
XIES5/114.3;;;0.000;145;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}30mm 5/114,3 c.67.1 c/pern.org.";;
XIES5/120;;;0.000;145;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}30mm 5/114,3 c.67.1 c/pern.org.";;
XIES5/120;;;0.000;74;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}20mm 5/114,3 c.66.1 c/pern.org.";;
XIES5/120;;;0.000;78;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}16mm 5/114.3 c.64.1 c/pern.org.";;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}48;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}47;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}46;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}45;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}44;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}43;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}42;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}41;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}40;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}39;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}38;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}37;;
S3LIMA;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}36;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}48;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}47;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}46;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}45;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}44;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}43;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}42;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}41;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}40;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}39;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}38;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}37;;
S3KCÁVADO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}36;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}36;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}37;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}38;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}39;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}40;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}41;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}42;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}43;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}44;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}45;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}46;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}47;;
S1PMINHO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}48;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}36;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}37;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}38;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}39;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}40;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}41;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}42;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}43;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}44;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}45;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}46;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}47;;
Sapato3KCávado;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}48;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}48;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}47;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}46;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}45;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}44;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}43;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}42;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}41;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}40;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}39;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}38;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}37;;
S1PAVE;;;0.000;0;0;0000-00-00;0000-00-00;0.000;Tamanho{{>}}36;;
GDAI0503;KABP1619;;0.000;14.5;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}KABP1619 Ch19 86mm";;
GDAI0503;KABP1621;;0.000;15;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}KABP1621 Ch21 86mm";;
GDAI0503;KABP1617;;0.000;14;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}KABP1617 Ch17 86mm";;
GDAI0503;KABP1615;;0.000;14;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}KABP1615 Ch15 86mm";;
GDAI0503;;;0.000;64.5;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}GDAI0503 Kit Completo";https://cdnw1.omeuwebsite.com/users/novo-alta/catalog/pkit.jpg;
XIES5/108;;;0.000;78;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}17mm 5/108 c.63.4 c/pern.org.";;
XIES5/108;;;0.000;91;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}17mm 5/108 c63.4  (pernos c/anilha)";;
XIES5/108;;;0.000;82;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}20mm 5/108 c.63.4 c/pern.org.";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}LAMADEW6 (10 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}LAMADEW5 (20 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}LAMADEW4 (20 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}LAMADEW3 (20 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}LAMADEW2 (20 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}LAMADEW1 (20 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}TECHS145/R5 (20 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}TECHS145/R4 (20 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}TECHS145/R3 (20 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}TECHS145/R2 (20 un.)";;
LAMADEAP;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}TECHS145/R1 (20 un.)";;
TECHSCAFACI;;;0.000;14.54;0;0000-00-00;0000-00-00;0.000;Referência{{>}}TECHS2005;https://cdn.weasy.io/users/novo-alta/catalog/techs2005.png;
TECHSCAFACI;;;0.000;17.94;0;0000-00-00;0000-00-00;0.000;Referência{{>}}TECHS2204;https://cdn.weasy.io/users/novo-alta/catalog/techs2204.png;
TECHSCAFACI;;;0.000;14.54;0;0000-00-00;0000-00-00;0.000;Referência{{>}}TECHS2004;https://cdn.weasy.io/users/novo-alta/catalog/techs2004.png;
